time	A	I1	I2	S
0.0.	200.0	5000.0	1000.0	3800.0
0.0.6.0	653.2048786984288	6027.765440545355	931.4663356223195	3198.5809901265934
1.0.2.0	974.973404466964	6790.724714855352	867.452026675769	2750.5995144585645
1.0.7999999999999998.0	1203.7899697746518	7331.9722281097265	807.7314386995987	2443.5338485848347
2.0.4.0	1365.3515160786824	7709.386824710384	752.0605580064553	2243.4007394715372
3.0.	1478.512047082807	7973.683893730232	700.1907783862171	2116.5199695580113
3.0.5999999999999996.0	1557.391497271988	8162.385504298928	651.8776390056362	2036.9433767420778
4.0.2.0	1612.3897222316023	8301.012317469591	606.8859039611671	1986.8630923656358
4.0.8.0	1650.962904646762	8406.184591901228	564.9921712661085	1954.8036939372175
5.0.3999999999999995.0	1678.3203970345849	8488.512295346563	525.9859532491931	1933.6432709046335
6.0.	1698.0261607698474	8554.741871419874	489.6698714738317	1919.0662530130537
6.0.6.0	1712.48175480243	8609.201761480903	455.8593664877149	1908.4981974727066
7.0.199999999999999.0	1723.290807192312	8654.726684759538	424.38215854224416	1900.4181477341087
7.0.8.0	1731.5211350839004	8693.231113118156	395.07759391480585	1893.9313347979987
8.0.4.0	1737.886476315969	8726.058676907118	367.795951563399	1888.5103134369763
9.0.	1742.8690073927835	8754.192885430557	342.39775042957825	1883.841038229869
9.0.6.0	1746.8001920697714	8778.383771368828	318.7530782918468	1879.732678191715
10.0.2.0	1749.9132839588026	8799.224289070455	296.74095228564624	1876.0654131555884
10.0.799999999999999.0	1752.3770403038682	8817.196968782622	276.2487153073662	1872.7605142638363
11.0.4.0	1754.317230595078	8832.70304969299	257.17146935626226	1869.7633250970594
12.0.	1755.8303397937777	8846.081286534753	239.41154521836683	1867.0336236624903
12.0.6.0	1756.9923378174567	8857.62062385169	222.87800707512258	1864.5401637059556
13.0.2.0	1757.8643546161902	8867.569166987982	207.48619024600026	1862.2575620710136
13.0.799999999999999.0	1758.4964213458636	8876.140853276915	193.1572701395016	1860.1644946899448
14.0.399999999999999.0	1758.930001244091	8883.520637048883	179.81786047674345	1858.2426205206586
15.0.	1759.1997575027813	8889.868665525286	167.39963890476577	1856.4759115423958
15.0.6.0	1759.3348331830055	8895.32373157369	155.8389981999328	1854.850211798174
16.0.2.0	1759.359812097527	8900.006180837527	145.07672135791023	1853.3529286390226
16.0.8.0	1759.2954648071166	8904.020388795263	135.0576789665982	1851.9728032077858
17.0.4.0	1759.1593445888975	8907.456887333281	125.73054735739785	1850.699730991986
18.0.	1758.9662744839657	8910.394198917205	117.04754612594687	1849.5246160795684
18.0.599999999999998.0	1758.728752160165	8912.90042302025	108.9641937048623	1848.4392496190949
19.0.2.0	1758.4572905756418	8915.034610593602	101.4390797576124	1847.436206682361
19.0.8.0	1758.1607070312377	8916.847956115755	94.43365324428765	1846.508757746222
20.0.4.0	1757.846369799102	8918.384832084823	87.91202508679388	1845.6507921475509
21.0.	1757.5204093072073	8919.683687143162	81.8407844330174	1844.8567515392117
21.0.599999999999998.0	1757.1878993708183	8920.777826025767	76.18882758698544	1844.1215718028984
22.0.2.0	1756.853012913899	8921.696087017572	70.92719873519988	1843.4406321683164
22.0.8.0	1756.5191558523059	8922.46343047716	66.02894165837805	1842.809710504457
23.0.4.0	1756.1890822195753	8923.101450162378	61.468961673017574	1842.2249439170655
24.0.	1755.8649931473387	8923.628817525025	57.223897098742135	1841.682793922232
24.0.599999999999998.0	1755.548621930542	8924.061667788126	53.27199959549544	1841.1800155780077
25.0.2.0	1755.2413070904386	8924.413935449193	49.593022759543274	1840.7136300493075
25.0.8.0	1754.944055081214	8924.697645840615	46.1681184091202	1840.2809001595783
26.0.4.0	1754.6575940590544	8924.923168501911	42.97974002960676	1839.8793085484567
27.0.	1754.3824199383587	8925.099437359562	40.011552884530715	1839.5065381099391
27.0.599999999999998.0	1754.1188357930469	8925.234142052694	37.24835033261933	1839.1604544321572
28.0.2.0	1753.8669855174205	8925.333894172762	34.67597592275507	1838.8390899990954
28.0.799999999999997.0	1753.626882537227	8925.404371691335	32.28125086815436	1838.5406299477568
29.0.4.0	1753.3984342546762	8925.4504444213	30.051906528542556	1838.2633992022882
30.0.	1753.1814628187592	8925.47628298483	27.976521554673365	1838.0058508303546
30.0.599999999999998.0	1752.975722732311	8925.485453438554	26.04446337336274	1837.766555487238
31.0.2.0	1752.780915738122	8925.480999425903	24.245833713394774	1837.5441918303459
31.0.799999999999997.0	1752.596703366543	8925.46551348299	22.571417893321318	1837.3375378015076
32.0.4.0	1752.422717475229	8925.44119891276	21.01263761141955	1837.1454626870395
33.0.	1752.2585690667913	8925.409923458083	19.56150699599247	1836.9669198763916
33.0.6.0	1752.1038556312724	8925.37326584445	18.21059169088266	1836.8009402495265
34.0.199999999999996.0	1751.9581672267025	8925.332556124013	16.9529707666075	1836.646626131241
34.0.8.0	1751.8210914818387	8925.288910631369	15.782201261990416	1836.5031457576597
35.0.4.0	1751.6922176799408	8925.243262256592	14.692285174632659	1836.3697282062144
36.0.	1751.5711400605737	8925.196386649142	13.677638731110818	1836.2456587457273
36.0.6.0	1751.4574604574757	8925.148924886684	12.733063779461567	1836.130274567875
37.0.199999999999996.0	1751.3507903741427	8925.101403073424	11.853721157385708	1836.0229608653701
37.0.8.0	1751.2507525845836	8925.054249272369	11.035105899724098	1835.9231472257918
38.0.4.0	1751.1569823344018	8925.007808123066	10.273024158180434	1835.8303043131475
39.0.	1751.0691282067617	8924.962353450828	9.563571715037495	1835.7439408120367
39.0.6.0	1750.9868527085548	8924.918099133585	8.903113980780102	1835.6636006117674
40.0.199999999999996.0	1750.909832624187	8924.8752084578	8.28826737314036	1835.5888602099544
40.0.8.0	1750.8377591774972	8924.83380216472	7.715881982158805	1835.5193263170972
41.0.4.0	1750.7703380364226	8924.79396536188	7.183025432443798	1835.4546336453566
